workout_id,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,cal_balance
9804,190.93,138.0,70.04,1.48,1594.4,Strength,221.5999999999999
9805,163.78,128.75,58.14,1.87,1941.81,Cardio,622.19
9806,165.94,130.95,68.29,1.93,2258.1,Strength,-565.0999999999999
9807,165.07,165.23,54.81,1.32,951.19,Yoga,1293.81
9808,162.96,141.96,55.92,1.11,731.93,Yoga,1117.0700000000002
9809,161.67,160.13,63.83,1.88,2690.47,Hiit,-543.4699999999998
9810,172.04,143.2,56.13,1.03,742.22,Yoga,2371.78
9811,172.13,168.23,61.09,1.31,865.39,Yoga,1733.61
9812,180.94,166.03,66.01,1.27,1372.74,Strength,829.26
9813,172.68,130.42,57.03,1.03,1114.25,Strength,996.75
9814,183.72,166.16,56.04,1.39,1681.9,Hiit,316.0999999999999
9815,196.26,121.65,58.11,0.55,663.68,Hiit,733.32
9816,171.94,120.69,63.29,1.36,1466.35,Strength,656.6500000000001
9817,194.11,160.86,72.97,1.28,845.57,Yoga,543.43
9818,179.58,153.96,61.9,1.14,1233.25,Strength,903.75
9819,194.99,160.59,54.78,0.63,623.7,Strength,453.3
9820,175.94,130.75,70.96,1.14,822.17,Yoga,1565.83
9821,179.1,167.18,57.03,1.19,1285.2,Strength,697.8
9822,195.02,167.71,50.11,1.4,923.16,Yoga,1538.84
9823,186.99,142.2,50.07,1.22,1613.08,Hiit,767.9200000000001
9824,177.24,124.77,71.98,0.93,919.86,Strength,1031.14
9825,188.06,139.22,53.17,1.26,1360.8,Strength,663.2
9826,167.03,166.73,54.03,1.06,1017.6,Cardio,1052.4
9827,163.95,140.97,54.78,1.13,1085.7,Cardio,1108.3
9828,172.75,133.01,54.28,0.75,906.68,Hiit,638.32
9829,180.21,159.59,73.05,1.39,1377.35,Strength,-223.3499999999999
9830,166.66,166.72,54.36,1.07,1411.22,Hiit,486.78
9831,191.11,125.19,71.99,1.39,1334.4,Cardio,77.59999999999991
9832,164.69,157.12,65.04,1.14,1096.22,Cardio,796.78
9833,163.1,161.53,52.8,1.37,1477.13,Strength,70.86999999999989
9834,197.14,146.61,70.13,1.9,1969.92,Cardio,515.0799999999999
9835,179.83,155.19,52.19,1.42,1024.96,Yoga,1130.04
9836,192.14,145.77,71.31,1.29,1701.38,Hiit,690.6199999999999
9837,185.8,128.14,62.98,0.57,689.7,Hiit,984.3
9838,172.8,168.4,71.19,1.3,1577.29,Hiit,472.71
9839,196.99,141.3,72.01,1.13,1118.7,Strength,776.3
9840,166.73,165.23,62.0,1.68,1310.4,Yoga,493.5999999999999
9841,180.05,168.4,67.15,1.25,824.25,Yoga,781.75
9842,193.52,133.83,73.89,0.92,810.34,Cardio,1283.66
9843,168.05,145.66,73.92,1.1,1057.76,Cardio,1520.24
9844,194.9,119.96,60.15,1.18,1560.2,Hiit,334.79999999999995
9845,186.18,140.16,53.34,1.4,1844.92,Hiit,924.08
9846,181.78,141.08,58.14,1.32,1306.8,Strength,210.20000000000005
9847,179.1,129.44,66.94,1.02,735.01,Yoga,530.99
9848,160.75,146.55,53.98,1.78,2082.6,Strength,-484.5999999999999
9849,178.65,132.13,72.92,1.39,1499.95,Strength,136.04999999999995
9850,181.67,122.76,53.2,0.97,639.04,Yoga,807.96
9851,181.17,141.35,72.09,1.18,850.31,Yoga,1345.69
9852,179.15,127.17,60.68,1.24,1338.08,Strength,162.92000000000007
9853,160.69,146.54,54.11,1.76,2056.03,Strength,-376.0300000000002
9854,180.79,151.26,73.17,0.73,884.1,Hiit,969.9
9855,181.93,137.96,54.95,1.35,1294.92,Cardio,1102.08
9856,162.93,160.9,53.21,1.37,1811.41,Hiit,-189.41000000000008
9857,181.29,166.74,66.98,1.37,1358.77,Strength,1652.23
9858,198.92,150.15,55.12,0.9,1089.0,Hiit,1227.0
9859,169.06,128.27,56.95,0.63,554.4,Cardio,1283.6
9860,166.29,165.38,62.22,1.66,1726.4,Cardio,-88.40000000000009
9861,193.9,126.34,73.36,1.03,1242.9,Hiit,113.09999999999992
9862,169.09,140.23,63.95,1.2,1152.96,Cardio,807.04
9863,184.84,162.84,74.04,1.26,1520.44,Hiit,129.55999999999997
9864,165.78,125.88,59.94,1.1,1056.88,Cardio,542.1199999999999
9865,182.23,144.72,55.82,1.85,2643.46,Hiit,-313.46000000000004
9866,178.31,135.36,59.09,1.11,1198.8,Strength,549.2
9867,183.83,160.33,64.23,0.51,505.36,Strength,1151.64
9868,193.36,143.64,50.0,1.45,1568.61,Strength,-283.6099999999999
9869,178.84,147.7,67.2,1.17,1414.41,Hiit,441.5899999999999
9870,185.67,140.2,56.07,0.9,1089.0,Hiit,23.0
9871,197.36,142.91,73.22,1.93,2007.2,Cardio,-334.20000000000005
9872,174.94,129.19,59.09,1.84,2627.15,Hiit,-488.1500000000001
9873,196.11,157.95,64.8,1.09,720.05,Yoga,1385.95
9874,164.17,139.29,73.17,1.04,913.54,Cardio,409.46
9875,185.58,160.53,72.81,1.21,1462.77,Hiit,-65.76999999999998
9876,194.56,160.88,54.86,0.62,545.1,Cardio,511.9
9877,180.02,158.59,65.93,1.45,1757.69,Hiit,0.3099999999999454
9878,178.28,139.37,53.95,1.4,926.52,Yoga,955.48
9879,181.89,155.31,56.88,1.26,1663.2,Hiit,-17.200000000000045
9880,170.18,149.89,73.04,1.32,950.4,Yoga,828.6
9881,182.97,152.04,74.01,1.39,1334.4,Cardio,1696.6
9882,166.06,157.46,65.7,0.6,726.66,Hiit,828.34
9883,178.92,122.95,51.78,1.97,1535.42,Yoga,192.57999999999996
9884,169.81,155.41,65.85,1.35,970.38,Yoga,464.62
9885,184.31,137.08,71.14,1.01,1088.98,Strength,750.02
9886,163.3,153.35,64.93,1.25,1199.0,Cardio,1466.0
9887,198.28,142.35,71.07,1.03,1111.47,Strength,581.53
9888,199.46,125.92,67.77,0.67,662.7,Strength,2356.3
9889,192.99,136.89,58.17,1.08,950.4,Cardio,1019.6
9890,168.72,127.67,57.23,0.67,662.7,Strength,1267.3
9891,196.84,158.25,55.68,1.5,989.1,Yoga,1049.9
9892,169.12,151.21,57.91,1.24,819.14,Yoga,755.86
9893,169.35,124.52,54.84,1.48,1419.62,Cardio,296.3800000000001
9894,184.19,139.28,62.89,0.6,726.66,Hiit,528.34
9895,184.02,131.0,68.02,1.09,785.45,Yoga,756.55
9896,188.83,144.12,61.85,0.92,1111.18,Hiit,184.81999999999996
9897,182.03,156.83,63.8,0.54,652.21,Hiit,2287.79
9898,162.17,159.96,59.2,0.73,721.39,Strength,2118.61
9899,165.96,162.62,64.25,1.31,1730.64,Hiit,-455.6400000000001
9900,165.85,158.63,64.97,1.29,1238.4,Cardio,106.59999999999992
9901,161.58,120.54,73.03,1.1,794.64,Yoga,1210.36
9902,170.0,121.4,57.88,1.18,1170.32,Strength,659.6800000000001
9903,168.06,156.22,73.99,1.59,2268.45,Hiit,-602.4499999999998
9904,170.9,142.95,54.95,1.56,2229.08,Hiit,-245.07999999999996
9905,170.92,148.95,67.85,0.73,722.7,Strength,1321.3
9906,169.96,159.01,73.0,0.74,651.2,Cardio,1102.8
9907,160.79,156.21,69.05,1.29,1238.4,Cardio,1101.6
9908,183.63,123.4,64.98,1.13,744.44,Yoga,2385.56
9909,188.97,161.94,65.95,1.84,1912.13,Cardio,299.8699999999999
9910,168.39,159.01,67.21,1.25,1648.62,Hiit,-118.61999999999988
9911,191.07,157.26,51.76,0.82,720.94,Cardio,1077.06
9912,191.21,120.59,57.11,1.46,1925.59,Hiit,-726.5899999999999
9913,176.36,154.29,72.71,1.58,1643.2,Cardio,98.79999999999995
9914,190.68,124.99,72.08,1.38,992.77,Yoga,412.23
9915,180.02,167.25,49.77,0.78,514.8,Yoga,1043.2
9916,191.16,132.31,68.9,1.89,1474.2,Yoga,568.8
9917,182.21,129.98,59.15,0.73,880.89,Hiit,553.11
9918,185.74,127.86,58.06,1.92,1995.26,Cardio,460.74
9919,166.27,162.47,64.07,1.32,949.61,Yoga,116.39
9920,189.88,135.93,66.13,1.69,1760.3,Cardio,910.7
9921,192.04,131.79,60.97,1.37,1811.41,Hiit,138.58999999999992
9922,195.83,153.68,50.04,0.76,500.69,Yoga,974.31
9923,165.83,136.62,52.78,1.02,1099.76,Strength,1030.24
9924,184.45,165.9,55.11,1.04,1124.14,Strength,1916.86
9925,169.88,121.93,61.11,0.94,620.4,Yoga,1053.6
9926,187.85,165.67,66.02,1.3,1716.0,Hiit,1242.0
9927,168.44,163.83,69.89,1.32,1745.3,Hiit,-303.29999999999995
9928,198.99,146.16,55.88,1.13,1085.7,Cardio,735.3
9929,199.01,144.71,65.78,1.63,1907.1,Strength,-209.0999999999999
9930,174.92,140.48,56.1,1.37,1204.5,Cardio,1678.5
9931,194.34,141.06,52.05,1.78,1851.2,Cardio,-28.200000000000045
9932,185.74,127.88,63.06,0.58,382.1,Yoga,1447.9
9933,186.84,136.01,72.17,0.81,535.09,Yoga,808.91
9934,160.17,122.05,50.1,1.1,968.0,Cardio,2067.0
9935,191.14,157.49,66.94,1.31,865.39,Yoga,1128.61
9936,185.14,169.05,62.82,1.4,1234.24,Cardio,1743.76
9937,168.9,120.15,72.2,1.4,1848.0,Hiit,-499.0
9938,184.22,122.44,64.76,1.12,1352.74,Hiit,1815.26
9939,170.51,137.25,70.03,0.51,336.91,Yoga,2904.09
9940,167.82,168.69,60.31,1.13,994.4,Cardio,566.6
9941,180.93,163.51,66.81,1.03,1110.55,Strength,916.45
9942,166.82,120.83,53.04,1.13,1220.4,Strength,562.5999999999999
9943,197.64,155.15,59.27,1.2,864.72,Yoga,1840.28
9944,175.24,121.77,64.85,1.85,1444.11,Yoga,217.8900000000001
9945,185.28,160.94,54.05,1.62,1898.32,Strength,-160.31999999999994
9946,162.98,161.55,52.87,1.36,1793.7,Hiit,-139.70000000000005
9947,161.3,155.78,60.19,1.31,1151.75,Cardio,1.25
9948,181.75,145.0,55.98,1.83,1903.2,Cardio,553.8
9949,171.81,136.53,58.13,1.71,2445.3,Hiit,-90.30000000000018
9950,189.1,144.14,61.9,0.91,1101.1,Hiit,258.9000000000001
9951,173.94,129.44,71.03,0.73,642.4,Cardio,831.6
9952,169.4,140.13,63.83,1.2,1149.12,Cardio,934.88
9953,185.83,155.29,73.93,1.18,778.8,Yoga,1018.2
9954,173.01,131.32,63.27,1.16,837.29,Yoga,641.71
9955,183.77,130.63,68.07,1.08,776.95,Yoga,822.05
9956,182.02,128.98,53.94,1.13,993.5,Cardio,541.5
9957,161.26,133.47,62.99,1.76,1830.4,Cardio,-141.4000000000001
9958,179.85,131.08,60.94,1.15,1102.16,Cardio,518.8399999999999
9959,186.87,152.05,68.0,1.01,725.99,Yoga,1267.01
9960,188.94,140.02,64.15,1.01,729.62,Yoga,1912.38
9961,172.88,130.91,63.07,1.16,835.2,Yoga,628.8
9962,177.07,136.73,54.06,1.27,839.72,Yoga,2345.28
9963,171.56,132.3,59.06,1.23,1492.36,Hiit,-271.3599999999999
9964,182.11,165.16,58.34,1.19,1437.28,Hiit,-279.28
9965,180.98,153.22,60.87,1.67,2391.77,Hiit,-621.77
9966,192.9,144.41,57.86,1.01,729.62,Yoga,541.38
9967,169.94,121.05,56.92,1.47,1940.4,Hiit,-16.40000000000009
9968,160.96,164.82,64.83,1.34,1767.33,Hiit,1636.67
9969,188.12,134.31,71.9,1.41,930.6,Yoga,2044.4
9970,185.37,131.66,54.03,1.63,1274.33,Yoga,755.6700000000001
9971,185.26,135.85,64.9,1.36,1799.69,Hiit,497.31
9972,199.04,131.95,73.01,1.34,964.8,Yoga,2369.2
9973,160.92,131.07,59.95,0.69,455.81,Yoga,1778.19
9974,178.33,125.39,56.12,1.89,2207.9,Strength,-484.9000000000001
9975,186.85,140.87,56.18,1.32,1743.85,Hiit,209.1500000000001
9976,161.96,148.08,59.04,1.32,1426.79,Strength,-194.79
9977,164.01,168.91,64.13,0.58,510.86,Cardio,942.14
9978,196.2,129.12,65.94,1.42,1365.47,Cardio,383.53
9979,162.98,159.44,59.19,1.31,1257.6,Cardio,596.4000000000001
9980,162.25,145.1,69.91,1.8,1872.0,Cardio,267.0
9981,187.87,157.97,67.96,0.64,775.1,Hiit,735.9
9982,173.75,121.7,70.03,1.39,1834.8,Hiit,945.2
9983,159.72,135.65,50.97,1.07,1028.06,Cardio,1122.94
9984,182.86,120.44,67.99,1.33,1278.93,Cardio,1588.07
9985,187.79,155.17,63.42,1.16,1532.48,Hiit,638.52
9986,165.39,129.98,60.01,1.44,1038.53,Yoga,270.47
9987,181.26,146.51,49.87,1.23,1486.95,Hiit,534.05
9988,171.66,121.17,62.83,1.36,978.38,Yoga,1108.62
9989,195.91,163.79,69.71,1.28,1688.19,Hiit,727.81
9990,178.96,123.29,52.06,1.95,1521.0,Yoga,355.0
9991,173.28,160.02,70.93,1.03,740.98,Yoga,854.02
9992,166.04,146.38,59.9,1.4,924.84,Yoga,979.16
9993,196.08,156.76,65.07,0.56,676.37,Hiit,535.63
9994,195.9,161.01,65.06,1.04,1373.94,Hiit,-56.940000000000055
9995,186.09,139.93,55.8,0.89,878.7,Strength,358.29999999999995
9996,167.92,131.96,51.12,1.35,1786.46,Hiit,425.54
9997,165.26,149.02,49.94,1.85,2643.46,Hiit,-752.46
9998,188.61,133.49,74.07,1.15,1105.84,Cardio,224.16000000000008
9999,185.13,153.69,55.15,1.04,748.18,Yoga,924.82
10000,165.94,136.45,53.02,1.01,1091.71,Strength,1096.29
10001,182.19,157.4,63.84,0.54,535.57,Strength,2334.43
10002,182.94,135.16,55.32,1.28,1692.42,Hiit,394.5799999999999
10003,177.93,158.31,51.96,1.47,971.08,Yoga,1062.92
10004,168.03,168.16,54.91,0.97,852.05,Cardio,230.95000000000005
10005,162.06,138.98,53.04,1.43,1373.94,Cardio,676.06
10006,193.17,127.43,63.11,1.07,1411.22,Hiit,427.78
10007,165.04,155.08,63.08,1.06,1282.6,Hiit,74.40000000000009
10008,160.83,129.84,70.87,1.04,916.03,Cardio,263.97
10009,199.21,132.73,71.26,0.81,802.63,Strength,1921.37
10010,169.65,124.54,73.89,0.54,475.63,Cardio,1238.37
10011,180.71,153.73,60.95,1.67,1738.14,Cardio,152.8599999999999
10012,177.09,156.03,73.03,1.16,1115.46,Cardio,993.54
10013,184.0,128.33,53.19,1.14,1380.65,Hiit,186.3499999999999
10014,166.1,131.9,53.67,1.48,1955.23,Hiit,-803.23
10015,174.26,168.98,61.98,1.89,1965.6,Cardio,237.4000000000001
10016,184.96,141.31,57.94,1.67,1952.4,Strength,-104.40000000000008
10017,172.32,144.1,63.05,1.38,1668.28,Hiit,395.72
10018,175.23,129.56,58.98,1.85,1443.0,Yoga,885.0
10019,180.04,139.17,64.79,0.76,753.77,Strength,1074.23
10020,184.77,162.47,57.85,1.49,1971.72,Hiit,-895.72
10021,175.86,151.9,55.02,1.39,1374.85,Strength,661.1500000000001
10022,195.75,129.79,66.13,0.69,607.2,Cardio,1376.8
10023,169.82,119.65,66.9,1.26,1360.8,Strength,1248.2
10024,160.08,129.17,66.17,1.0,661.2,Yoga,2604.8
10025,190.18,137.55,51.8,1.25,901.5,Yoga,1132.5
10026,196.56,147.05,69.91,1.89,1471.93,Yoga,925.07
10027,189.05,138.92,54.98,1.38,994.43,Yoga,2101.57
10028,185.74,152.69,66.93,1.01,1332.09,Hiit,1875.91
10029,174.28,146.1,71.79,0.81,533.63,Yoga,1716.37
10030,194.62,137.1,60.06,1.99,2068.01,Cardio,158.98999999999978
10031,182.1,142.23,53.86,1.15,1138.5,Strength,825.5
10032,167.97,135.23,69.04,1.48,1418.43,Cardio,28.569999999999936
10033,164.65,153.23,65.02,1.45,1434.2,Strength,938.8
10034,175.67,147.14,64.09,1.05,924.84,Cardio,426.16
10035,169.12,157.93,71.11,1.38,1487.92,Strength,1148.08
10036,184.05,165.6,56.08,1.37,902.56,Yoga,946.44
10037,179.02,137.48,67.89,1.14,1095.31,Cardio,1029.69
10038,190.48,123.09,52.02,1.79,2551.82,Hiit,-752.8200000000002
10039,179.51,137.0,67.93,1.14,1231.2,Strength,948.8
10040,187.0,127.79,68.9,1.02,1346.4,Hiit,2140.6
10041,183.01,149.66,61.76,0.57,690.95,Hiit,1999.05
10042,184.14,127.02,50.0,1.38,1324.8,Cardio,510.2000000000001
10043,160.83,135.85,66.04,1.41,1518.99,Strength,1839.01
10044,183.01,142.44,74.2,1.37,905.02,Yoga,464.98
10045,178.81,132.93,64.23,0.5,494.55,Strength,659.45
10046,184.98,131.91,53.87,1.65,1714.68,Cardio,82.31999999999994
10047,173.59,152.99,49.97,1.09,784.15,Yoga,1557.85
10048,197.58,137.83,73.89,1.43,1030.46,Yoga,568.54
10049,168.13,142.66,60.91,1.87,2189.58,Strength,-342.5799999999999
10050,173.51,143.25,63.98,1.51,2159.3,Hiit,337.6999999999998
10051,183.96,159.26,62.81,1.4,1510.74,Strength,175.26
10052,181.89,139.84,49.85,0.72,476.06,Yoga,1164.94
10053,195.32,141.22,51.97,1.78,1856.9,Cardio,-239.9000000000001
10054,170.18,140.86,54.05,1.96,2041.54,Cardio,-48.53999999999997
10055,172.02,128.27,69.03,1.37,1657.7,Hiit,-18.700000000000045
10056,161.05,152.44,74.03,1.32,1271.42,Cardio,482.5799999999999
10057,179.18,123.07,52.08,1.98,2829.22,Hiit,-958.2199999999998
10058,192.34,139.93,63.19,1.46,1574.17,Strength,410.8299999999999
10059,160.69,160.16,71.19,0.91,900.08,Strength,417.92
10060,195.42,130.91,54.91,1.41,1861.2,Hiit,253.79999999999995
10061,167.68,158.98,65.1,1.44,1552.61,Strength,664.3900000000001
10062,164.08,130.84,65.18,1.41,1352.47,Cardio,610.53
10063,180.2,155.18,52.11,1.4,1846.46,Hiit,259.54
10064,163.96,142.85,72.81,1.39,1222.09,Cardio,410.9100000000001
10065,172.83,131.66,57.91,1.71,1779.77,Cardio,748.23
10066,187.82,130.16,70.91,1.23,1082.4,Cardio,735.5999999999999
10067,165.98,132.05,53.88,1.48,1064.71,Yoga,260.29
10068,167.99,149.2,68.02,1.23,1082.4,Cardio,2340.6
10069,188.53,144.04,61.91,0.92,1113.2,Hiit,92.79999999999995
10070,179.09,167.25,61.01,1.1,1088.01,Strength,684.99
10071,180.91,147.23,51.69,1.3,935.22,Yoga,618.78
10072,190.12,124.01,65.84,1.91,1486.36,Yoga,182.6400000000001
10073,167.75,149.81,55.01,1.3,1405.17,Strength,524.8299999999999
10074,184.72,131.29,67.98,1.09,1048.14,Cardio,460.8599999999999
10075,176.7,156.11,60.08,1.29,1390.88,Strength,1465.12
10076,188.94,134.71,66.17,1.58,1232.4,Yoga,1138.6
10077,160.01,136.0,50.89,1.05,1009.68,Cardio,1008.32
10078,161.06,160.14,71.02,0.9,1088.01,Hiit,484.99
10079,164.02,131.76,57.95,0.83,1003.39,Hiit,2586.61
10080,166.1,164.75,56.12,1.97,2819.27,Hiit,-1077.27
10081,163.74,131.25,64.87,1.4,1008.0,Yoga,921.0
10082,171.57,144.29,55.05,1.16,1113.6,Cardio,1866.4
10083,189.56,150.38,66.99,1.82,2132.68,Strength,-400.67999999999984
10084,163.32,162.31,69.96,1.1,1452.0,Hiit,-223.0
10085,171.06,141.26,54.18,1.13,1492.84,Hiit,226.16000000000008
10086,174.98,168.9,65.18,1.45,1564.7,Strength,-13.700000000000044
10087,181.8,121.01,64.87,1.46,1764.99,Hiit,-567.99
10088,183.14,161.2,67.11,0.92,1113.2,Hiit,620.8
10089,161.83,153.64,53.21,1.33,1435.2,Strength,345.79999999999995
10090,198.36,137.33,64.18,1.28,1228.8,Cardio,968.2
10091,170.01,158.47,63.01,1.93,2757.78,Hiit,-515.7800000000002
10092,174.95,166.19,61.88,1.98,2059.2,Cardio,-481.1999999999998
10093,177.23,150.12,70.94,0.85,1030.37,Hiit,855.6300000000001
10094,182.92,141.87,73.94,1.37,1356.3,Strength,214.70000000000005
10095,189.91,137.45,60.92,1.99,2069.6,Cardio,-336.5999999999999
10096,173.9,145.72,71.98,0.8,527.52,Yoga,1697.48
10097,166.52,138.54,54.71,1.15,828.0,Yoga,2093.0
10098,182.92,128.22,70.97,1.65,2361.32,Hiit,-82.32000000000016
10099,169.85,130.29,50.11,1.01,726.59,Yoga,2026.41
10100,176.23,168.14,55.11,1.48,1950.34,Hiit,-584.3399999999999
10101,169.05,166.23,60.86,1.83,1426.3,Yoga,392.7000000000001
10102,173.85,140.76,73.89,1.86,2174.53,Strength,-466.5300000000002
10103,194.47,168.3,50.09,1.41,1241.93,Cardio,1109.07
10104,165.33,146.77,63.23,0.69,834.9,Hiit,654.1
10105,165.46,162.53,67.77,0.54,475.2,Cardio,1368.8
10106,175.02,162.97,67.73,1.02,673.2,Yoga,983.8
10107,192.02,140.18,63.01,1.47,1059.28,Yoga,917.72
10108,178.72,135.74,68.9,1.17,1416.99,Hiit,1163.01
10109,189.11,134.72,69.03,1.46,1923.99,Hiit,447.01
10110,161.34,153.07,52.92,1.8,2577.96,Hiit,-141.96000000000004
10111,174.2,145.83,71.81,0.8,528.0,Yoga,1593.0
10112,194.26,144.03,55.94,1.22,1210.0,Strength,183.0
10113,161.05,152.78,52.94,1.81,2590.29,Hiit,-50.28999999999997
10114,184.46,135.32,72.07,0.95,836.0,Cardio,2017.0
10115,199.12,128.84,61.05,0.71,468.17,Yoga,1299.83
10116,193.17,143.97,63.67,1.49,1963.52,Hiit,-760.52
10117,195.12,160.93,72.12,1.27,835.91,Yoga,1376.09
10118,184.04,137.37,71.11,1.02,734.4,Yoga,1154.6
10119,186.84,149.07,51.91,1.2,1584.0,Hiit,278.0
10120,188.78,126.77,59.96,1.24,1190.4,Cardio,744.5999999999999
10121,168.93,141.77,65.16,1.15,1240.97,Strength,345.03
10122,177.19,156.04,60.04,1.29,1393.2,Strength,1561.8
10123,194.42,125.13,54.13,0.98,969.32,Strength,1084.6799999999998
10124,197.02,146.2,69.95,1.91,1989.46,Cardio,438.54
10125,160.8,163.49,59.13,1.1,727.32,Yoga,1834.68
10126,198.54,120.71,66.62,1.72,2457.71,Hiit,-279.71000000000004
10127,198.65,154.92,64.02,1.48,1302.4,Cardio,-48.40000000000009
10128,165.99,132.82,58.06,0.91,599.51,Yoga,1548.49
10129,170.01,158.98,73.0,0.75,494.1,Yoga,1240.9
10130,196.79,128.76,63.96,1.01,1088.98,Strength,2239.02
10131,192.97,166.58,62.07,1.06,1019.3,Cardio,2200.7
10132,187.2,165.45,58.3,1.19,784.69,Yoga,727.31
10133,179.11,127.37,60.53,1.22,1609.06,Hiit,-259.05999999999995
10134,191.99,140.05,62.87,1.46,1574.17,Strength,532.8299999999999
10135,192.25,128.19,59.89,1.03,1246.3,Hiit,1883.7
10136,167.83,135.19,68.92,1.49,1607.86,Strength,-120.8599999999999
10137,185.02,154.37,54.91,1.03,989.62,Cardio,630.38
10138,193.08,144.67,64.26,1.21,1160.63,Cardio,374.3699999999999
10139,173.54,156.03,53.96,1.37,1808.4,Hiit,-318.4000000000001
10140,185.98,166.42,50.03,0.92,911.63,Strength,1036.37
10141,190.92,166.77,57.29,1.02,1009.8,Strength,2013.2
10142,180.13,154.71,52.0,1.42,1533.6,Strength,577.4000000000001
10143,160.97,140.0,62.96,1.05,1384.84,Hiit,702.1600000000001
10144,169.93,164.53,63.0,1.96,2036.83,Cardio,-64.82999999999993
10145,176.84,121.19,58.88,1.49,1426.82,Cardio,771.1800000000001
10146,169.95,121.99,57.1,0.74,897.03,Hiit,577.97
10147,180.73,161.82,73.02,1.99,2069.6,Cardio,-387.5999999999999
10148,179.82,126.99,53.0,0.72,711.5,Strength,1438.5
10149,189.82,124.28,65.96,1.91,1489.8,Yoga,200.20000000000005
10150,169.98,155.44,49.84,1.03,987.98,Cardio,2060.02
10151,184.96,163.34,74.27,1.26,1248.53,Strength,321.47
10152,185.98,152.89,64.85,1.04,1372.8,Hiit,682.2
10153,172.21,153.02,59.94,1.46,1052.95,Yoga,2221.05
10154,187.99,154.77,63.21,1.16,1113.6,Cardio,912.4
10155,192.03,131.92,60.8,1.37,1478.37,Strength,505.6300000000001
10156,196.18,139.86,61.84,1.83,1904.66,Cardio,-245.66000000000008
10157,184.09,165.91,55.46,1.05,1007.16,Cardio,1875.84
10158,179.16,127.24,61.12,1.22,1320.89,Strength,5.1099999999999
10159,175.33,131.03,71.05,1.14,1095.31,Cardio,1134.69
10160,187.75,136.23,67.9,0.52,458.02,Cardio,1550.98
10161,191.15,124.75,71.95,1.38,1327.01,Cardio,199.99
10162,185.41,135.13,55.16,1.78,2084.2,Strength,383.8000000000002
10163,165.57,145.93,60.14,1.4,1384.74,Strength,608.26
10164,173.97,127.15,73.96,1.4,1347.36,Cardio,700.6400000000001
10165,175.84,163.21,66.23,1.15,828.0,Yoga,2657.0
10166,187.67,135.02,71.08,1.2,1584.0,Hiit,1542.0
10167,170.3,129.16,52.11,1.74,1356.16,Yoga,453.8399999999999
10168,191.68,161.76,64.13,1.82,1895.71,Cardio,427.29
10169,172.0,132.92,69.35,1.23,1180.8,Cardio,274.20000000000005
10170,170.13,121.64,60.96,0.93,1123.25,Hiit,670.75
10171,177.94,122.22,51.87,1.19,856.8,Yoga,1382.2
10172,195.07,131.28,59.78,1.47,1455.3,Strength,-120.29999999999995
10173,161.56,161.32,71.15,1.28,920.06,Yoga,1211.94
10174,196.19,154.47,49.96,0.76,920.44,Hiit,481.56
10175,171.13,148.99,71.21,1.35,1458.0,Strength,-97.0
10176,194.23,138.47,69.33,1.3,1716.0,Hiit,252.0
10177,163.05,120.66,50.14,1.37,904.2,Yoga,1062.8
10178,174.64,125.95,69.2,1.34,1765.85,Hiit,1328.15
10179,174.2,137.32,50.12,1.38,1818.56,Hiit,213.44000000000003
10180,168.87,139.97,64.04,1.19,1284.13,Strength,708.8699999999999
10181,188.64,126.9,59.89,1.23,886.34,Yoga,1141.66
10182,179.93,155.51,51.84,1.4,1846.46,Hiit,227.54
10183,163.87,143.11,73.22,1.39,1224.31,Cardio,335.69000000000005
10184,191.79,121.07,49.95,1.48,1419.62,Cardio,667.3800000000001
10185,174.37,150.29,66.06,1.33,1169.34,Cardio,1549.66
10186,194.03,139.68,64.12,1.1,1452.0,Hiit,1477.0
10187,173.24,132.77,53.99,0.75,906.68,Hiit,385.3200000000001
10188,165.03,137.26,69.32,1.68,2398.7,Hiit,4.300000000000182
10189,197.93,155.53,55.77,1.49,1432.78,Cardio,1382.22
10190,182.04,135.03,50.8,1.2,1057.92,Cardio,881.0799999999999
10191,199.1,129.44,61.2,0.72,713.45,Strength,1415.55
10192,191.97,127.98,59.69,1.03,1019.7,Strength,2028.3
10193,168.8,124.91,55.21,1.49,1965.16,Hiit,-210.16000000000008
10194,182.25,139.0,74.17,1.78,2085.8,Strength,386.1999999999998
10195,160.38,143.88,70.13,1.98,2054.45,Cardio,-255.44999999999985
10196,191.22,155.95,74.08,1.19,1177.03,Strength,1576.97
10197,168.05,158.8,65.19,1.43,1369.37,Cardio,984.63
10198,187.3,157.7,67.09,1.57,1842.55,Strength,567.45
10199,190.62,126.11,69.13,1.11,976.8,Cardio,531.2
10200,168.01,143.04,50.96,0.91,1103.1,Hiit,624.9000000000001
10201,178.76,166.95,60.87,1.12,986.5,Cardio,652.5
10202,163.31,162.02,51.02,1.28,1228.8,Cardio,87.20000000000005
10203,184.98,161.92,56.02,0.71,702.26,Strength,1590.74
10204,175.05,148.77,57.01,1.3,1246.96,Cardio,1069.04
10205,199.05,132.99,70.88,0.8,792.72,Strength,2020.28
10206,169.9,159.18,63.23,1.92,1497.6,Yoga,803.4000000000001
10207,166.84,166.57,53.92,1.06,1400.37,Hiit,437.6300000000001
10208,172.28,143.8,62.93,1.37,1206.7,Cardio,756.3
